,E,HIso,HeIso,sigmaMF,sigmaModMF,sigmaR2,sigmaHFD_B
560,0.1918562079036751,T,4He,428.71440006626005,404.89986562831905,348.7751962241148,401.27207722984184
561,0.22998955238879043,T,4He,347.8408140766086,329.1354796763725,284.6248939218254,326.208110898127
562,0.27570228133849695,T,4He,281.70945079516014,266.90660915271025,231.58201509104813,264.5653952729814
563,0.33050087339078826,T,4He,229.09462750813475,217.25909469520133,189.12326426277218,215.39563910093952
564,0.396191234913883,T,4He,188.813937040001,179.2030018646217,156.56471357876694,177.71037450662683
565,0.4749382142690658,T,4He,159.501599734924,151.45824546710185,133.02299525217748,150.32213811413553
566,0.5693369451298401,T,4He,139.43579964691523,132.57491666404388,117.2050425158368,131.68900195904726
567,0.6824983700009065,T,4He,126.49552949284674,120.36661380744958,107.3554941273261,119.79776832157184
568,0.8181517623938234,T,4He,118.1345491207872,112.66416750410178,101.27480710431172,112.18167209873398
569,0.9807676263127636,T,4He,111.5958998692885,106.66488264982644,96.68453516436615,106.28560667884402
570,1.175705023245006,T,4He,104.80950954647616,100.41741844919137,91.77792684234073,100.12746478577213
571,1.409388181867592,T,4He,96.77916686247725,93.09616517636505,85.75838853140611,92.82995350985136
572,1.6895182107035145,T,4He,87.99868337307113,84.94949274228907,78.9330447109747,84.72751938779034
573,2.0253268907905286,T,4He,79.51939080404043,77.0628148092829,72.30960989835205,76.89977942341845
574,2.4278809121869003,T,4He,72.55519399831476,70.54147037567132,66.9532828541942,70.4864534927605
575,2.910446580532337,T,4He,67.63602081140264,65.98028913727136,63.298775170648945,65.98706465326588
576,3.488927012693738,T,4He,64.38646239602757,62.98387495805718,61.01927261486014,63.04654366511034
577,4.18238622942793,T,4He,61.8817762370206,60.694474489169345,59.26703757558688,60.78567215185313
578,5.01367741671467,T,4He,59.41659327859026,58.45041938327995,57.47963656119636,58.56459390777316
579,6.010196060327253,T,4He,57.052438327375164,56.26475401564357,55.73624188406132,56.40647001063338
580,7.204782773448418,T,4He,55.10417631651505,54.48996980043701,54.376497550482064,54.652929117217965
581,8.636805570324883,T,4He,53.69566171352036,53.19096767871009,53.449490161952106,53.38165323649522
582,10.353457252659387,T,4He,52.54965563874351,52.154412436541264,52.691522312298886,52.356227184149716
583,12.411310664553149,T,4He,51.52439503418344,51.22654842558013,51.99609234162686,51.439792579763775
584,14.878183069957991,T,4He,50.67245880969826,50.45812624984309,51.44569794938925,50.683232181872825
585,17.83537109383559,T,4He,49.98409780462657,49.849933009345186,51.00830725718955,50.08165031494245
586,21.380329880275124,T,4He,49.40317064673233,49.32923266195599,50.64928547559407,49.56614754247398
587,25.629884760142616,T,4He,48.906049305692825,48.882269812001006,50.34504302885857,49.122363584227514
588,30.724081269869444,T,4He,48.466875247982955,48.48577941154887,50.07519281296693,48.73181706871343
589,36.83080040006742,T,4He,48.049197781474135,48.11322859395754,49.81071276068236,48.36404136657528
590,44.151291171069424,T,4He,47.63263272149016,47.73296689565257,49.50715570801061,47.987582349779096
591,52.92680286331722,T,4He,47.17711763195925,47.30287037247157,49.140964567636075,47.55961716198282
592,63.44653547002013,T,4He,46.606443080753195,46.762205648826566,48.63234191605286,47.01576306405475
593,76.05717038197504,T,4He,45.84142157567848,46.029271431204826,47.89092684367288,46.279485159316515
594,91.17429539152972,T,4He,44.851114294479736,45.067060845648356,46.88363295019651,45.31117823414521
595,109.2961005306079,T,4He,43.73148175251571,43.98785570505707,45.77033785925143,44.229746935203266
596,131.01979609382886,T,4He,42.83881354678755,43.1480478497751,45.016911203062854,43.39952153372168
597,157.0612939082959,T,4He,42.54685432714478,42.92000278195692,44.94953425126171,43.19070156160598
598,188.27880045304119,T,4He,42.720370795446016,43.11842803659406,45.111489284620134,43.3937556798705
599,225.70109934745543,T,4He,42.18443855118478,42.506152923973005,43.95125306659112,42.72040329774559
